entity,type,url
Greece,GPE,https://en.wikipedia.org/wiki/Olympic_Games
France,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Lausanne,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Switzerland,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Kirsty Coventry,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Olympia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Pierre de Coubertin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the International Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
IOC,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Athens,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Movement,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Coubertin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Olympic Movement,ORG,https://en.wikipedia.org/wiki/Olympic_Games
National Olympic Committees,ORG,https://en.wikipedia.org/wiki/Olympic_Games
NOCs,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Zeus,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Elis,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Macedonia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Rome,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Heracles,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ladas,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Coroebus,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Phidias,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Pelops,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Oenomaus,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Finley,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Theodosius I,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Theodosius II,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Chipping Campden,GPE,https://en.wikipedia.org/wiki/Olympic_Games
England,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Robert Dover,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The British Olympic Association,ORG,https://en.wikipedia.org/wiki/Olympic_Games
London,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Britain,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Ramlösa,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Sweden,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Stockholm,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Gustaf Johan Schartau,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
an Olympian Class,ORG,https://en.wikipedia.org/wiki/Olympic_Games
William Penny Brookes,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Shropshire,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Brookes,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Wenlock Olympian Society,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Liverpool,GPE,https://en.wikipedia.org/wiki/Olympic_Games
John Hulley,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Charles Pierre Melly,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Hulley,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
E. G. Ravenstein,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the National Olympian Association,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the British Olympic Association,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Great Britain,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Ottoman Empire,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Panagiotis Soutsos,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Evangelos Zappas,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Otto,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Zappas,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the Wenlock Olympian Society,ORG,https://en.wikipedia.org/wiki/Olympic_Games
International Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the University of Paris,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Demetrius Vikelas,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Konstantinos Zappas,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
George Averoff,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
St. Louis,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Chamonix,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Albertville,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Ludwig Guttmann,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Guttmann,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Seoul,GPE,https://en.wikipedia.org/wiki/Olympic_Games
The International Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the International Paralympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
IPC,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Beijing,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Vancouver,GPE,https://en.wikipedia.org/wiki/Olympic_Games
LOCOG,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Lord Coe,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Jacques Rogge,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Singapore,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Innsbruck,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Austria,GPE,https://en.wikipedia.org/wiki/Olympic_Games
NOC,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Games,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Puerto Rico,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Bermuda,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Hong Kong,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Sint Maarten,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Curaçao,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Aruba,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Aruban Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Netherlands Antilles,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Netherlands,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Montreal,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Moscow,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Los Angeles,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Peter Ueberroth,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the LA84 Foundation,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
TOP,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Bob Barney,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the International Centre for Olympic Studies,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the International Society of Olympic Historians,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Journal of Olympic History.[83,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Centre on Housing Rights and Evictions,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Sochi,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the European Bank for Reconstruction and Development,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Russia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Krasnodar,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Guardian,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Almaty,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Kazakhstan,GPE,https://en.wikipedia.org/wiki/Olympic_Games
China,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Paris,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the International Federation of Association Football,ORG,https://en.wikipedia.org/wiki/Olympic_Games
FIFA,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Fédération Internationale de Volleyball,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Hellenic Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
HOC,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Hellenic Republic,GPE,https://en.wikipedia.org/wiki/Olympic_Games
OCOGs,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Coventry,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Avery Brundage,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Juan Antonio Samaranch,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Brundage,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
South Africa.[101,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Samaranch,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Franco,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Spain,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Salt Lake City,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the United States Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
USOC,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Salt Lake Organizing Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
SLOC,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the United States Department of Justice,ORG,https://en.wikipedia.org/wiki/Olympic_Games
DOJ,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Utah Athletic Foundation,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Utah Olympic Legacy Foundation,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Nagano,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Los Angeles Times,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Olympic,ORG,https://en.wikipedia.org/wiki/Olympic_Games
BBC,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Bertrand Delanoë,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Tony Blair,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sebastian Coe,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Jacques Chirac,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Chirac,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Turin,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Marc Hodler,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sion,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Turin Organising Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Sion,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Oxo,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Coca-Cola,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Olympic Programme,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Berlin,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Italy,GPE,https://en.wikipedia.org/wiki/Olympic_Games
California,GPE,https://en.wikipedia.org/wiki/Olympic_Games
CBS,ORG,https://en.wikipedia.org/wiki/Olympic_Games
NBC,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Committee's,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Comcast,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Peacock,ORG,https://en.wikipedia.org/wiki/Olympic_Games
U.S.,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Tokyo,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the United States.[139][140][141][142][143,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Antwerp,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Belgium,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Henri Didon OP,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the Third Reich.[148][153,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Wenlock,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Much Wenlock,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Marianne,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Antwerp.[158,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Organising Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Melville Marks Robinson.[170,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Sports,ORG,https://en.wikipedia.org/wiki/Olympic_Games
an Olympic Programme Commission,ORG,https://en.wikipedia.org/wiki/Olympic_Games
non-Olympic,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the International Federation,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the IOC Executive Board,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Pierre de Coubertin.[181,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Jim Thorpe,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The Soviet Union,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Soviet Union,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Canadian Amateur Hockey Association,ORG,https://en.wikipedia.org/wiki/Olympic_Games
CAHA,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the International Ice Hockey Federation,ORG,https://en.wikipedia.org/wiki/Olympic_Games
IIHF,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Canada,GPE,https://en.wikipedia.org/wiki/Olympic_Games
non-NHL,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Winnipeg,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Günther Sabetzki,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
NHL,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Australia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the United Kingdom,GPE,https://en.wikipedia.org/wiki/Olympic_Games
The Olympic Council of Ireland,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Irish Free State,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Cambodia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Egypt,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Iraq,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Lebanon,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the People's Republic of China,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the Republic of China,GPE,https://en.wikipedia.org/wiki/Olympic_Games
South Africa,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Rhodesia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
New Zealand,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Guyana,GPE,https://en.wikipedia.org/wiki/Olympic_Games
The Republic of China,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Taiwan,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Pierre Trudeau,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Trudeau,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
ROC,GPE,https://en.wikipedia.org/wiki/Olympic_Games
The United States,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Afghanistan,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Romania,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Warsaw Pact,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the United States,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Georgia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
United Kingdom.[209][210,GPE,https://en.wikipedia.org/wiki/Olympic_Games
the National Socialist Party,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Germany,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Jesse Owens,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ibolya Csák.[30,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Helsinki,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Soviet Union's,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Mexico City,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Tommie Smith,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
John Carlos,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Peter Norman,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Project for Human Rights,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Smith,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Carlos,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the US Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Natalia Kuchinskaya,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Věra Čáslavská,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Čáslavská,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Czechoslovakia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Larisa Petrik,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ludvik Vaculik's,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Iran,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Israel,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Arash Miresmaeili,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Miresmaeli,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ukraine,GPE,https://en.wikipedia.org/wiki/Olympic_Games
International Sports Federations,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Belarus,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Thomas Hicks,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Knud Enemark Jensen,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Andrew Jennings,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
KGB,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the International Olympic Committed,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Soviet Union's,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Sergei Portugalov,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the Institute for Physical Culture,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Portugalov,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Hans-Gunnar Liljenwall,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ben Johnson,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the World Anti-Doping Agency,ORG,https://en.wikipedia.org/wiki/Olympic_Games
WADA,ORG,https://en.wikipedia.org/wiki/Olympic_Games
World Aquatics,ORG,https://en.wikipedia.org/wiki/Olympic_Games
FBI,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Justice Department,ORG,https://en.wikipedia.org/wiki/Olympic_Games
RUSADA,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Court of Arbitration for Sport,ORG,https://en.wikipedia.org/wiki/Olympic_Games
CAS,ORG,https://en.wikipedia.org/wiki/Olympic_Games
"Kamila Valieva,[244][245",PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Valieva,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the Russian Anti-Doping Agency,ORG,https://en.wikipedia.org/wiki/Olympic_Games
World Anti-Doping Agency,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Bahrain,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Fatema Hameed Gerashi,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Mariam Mohamed Hadi Al Hilli.[260,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Robina Muqimyar,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Fariba Rezayee,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the United Arab Emirates,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Maitha Al Maktoum,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Latifa Al Maktoum,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Dubai,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Brunei,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Saudi Arabia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Qatar,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Anita DeFrantz,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Women and Sports Commission,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Qatar Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Ali al-Ahmed,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the Institute for Gulf Affairs,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Independent,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Maziah Mahusin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Bahiya al-Hamad,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Maryam Yusuf Jamal,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
George W. Bush,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Vladimir Putin,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Hu Jintao.[274][275,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Munich,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Black September,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Barcelona,GPE,https://en.wikipedia.org/wiki/Olympic_Games
ETA,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Vic,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Atlanta,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Eric Rudolph,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
NYPD,ORG,https://en.wikipedia.org/wiki/Olympic_Games
FDNY,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Georgi Tiblov,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Aleksandr Komarov,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Serbia,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Mikhail Yakovlev,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Valeriia Liubimova,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Anastasiia Kirpichnikova,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
the Russian Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Ahn Hyun-soo,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Vic Wild,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
"Great Britain,[e",GPE,https://en.wikipedia.org/wiki/Olympic_Games
Mixed Teams,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the Refugee Team,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Finland,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Hungary,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Norway,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Poland,GPE,https://en.wikipedia.org/wiki/Olympic_Games
National Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the IOC Executive Committee.[298,ORG,https://en.wikipedia.org/wiki/Olympic_Games
the General Session,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Session,ORG,https://en.wikipedia.org/wiki/Olympic_Games
South Korea,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Rio de Janeiro,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Theodosius,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Calgary,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Albert Corey,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
United States,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Great Britain's,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Ireland,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Northern Ireland,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Melbourne,GPE,https://en.wikipedia.org/wiki/Olympic_Games
Abrahams,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Harold Maurice,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Young,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
David C.,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Encyclopædia Britannica,ORG,https://en.wikipedia.org/wiki/Olympic_Games
The Associated Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
L.A. Times Archives,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Los Angeles Times,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Alan Riding,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
The New York Times,ORG,https://en.wikipedia.org/wiki/Olympic_Games
olympic.org,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Sky News,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Hornblower,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Simon,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Vanderpool,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Eugene,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Liddell,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Henry George,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Scott,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Robert,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Moses I. Finley,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
H.W. Pleket,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Dover Publications,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Tony Perrottet,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Random House,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Stefan Lovgren,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Ted Chamberlain,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
National Geographic,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Mark Cartwright,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
World History Encyclopedia,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Harvey Abrams,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Classics Technology Center,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Blackwell Publishing,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Pausanias,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
W.H.S. Jones,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
H.A. Ormerod,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Harvard University Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Perseus Hopper,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Pindar,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Diane Arnson Svarlien,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Richardson,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Nicholas J. Richardson,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Oxford University Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Crowther,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Perseus Project,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Tufts University,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Golden,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Burkert,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Swaddling,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Museum,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Potentiel,ORG,https://en.wikipedia.org/wiki/Olympic_Games
John E. Findling,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Kimberly Pelle,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Bloomsbury,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Johns Hopkins University Press,ORG,https://en.wikipedia.org/wiki/Olympic_Games
Matthews,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Weiler,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
Girginov,PERSON,https://en.wikipedia.org/wiki/Olympic_Games
